"id","content_text","content_code","content_image","is_true","created_at","revised_at","fk_question"
"234","UDP est plus sécurisé que TCP",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"24"
"235","TCP est utilisé pour le streaming, UDP pour les emails",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"24"
"236","UDP est plus lent que TCP",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"24"
"237","Simple Query Language",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"28"
"238","Structured Query Language",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"28"
"239","Server Query Language",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"28"
"240","System Query Language",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"28"
"241","Une méthode de protection des données sur des sites web",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"31"
"242","Un moyen de charger plusieurs sites à partir d'un seul domaine",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"31"
"243","Une attaque consistant à injecter des scripts malveillants dans des pages web pour voler des données utilisateur",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"31"
"244","Une technique pour améliorer la vitesse des pages web",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"31"
"245","Couche de session",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"40"
"246","Couche de présentation",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"40"
"247","Couche réseau",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"40"
"248","Couche transport",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"40"
"249","Envoyer des e-mails à des utilisateurs",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"41"
"250","Permettre la communication entre un client et un serveur en utilisant des méthodes HTTP",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"41"
"251","Gérer les permissions des utilisateurs sur un réseau",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"41"
"252","Effectuer des calculs mathématiques complexes sur le serveur",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"41"
"253","Écrire du code entièrement nouveau",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"43"
"254","Optimiser le code pour le rendre plus rapide",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"43"
"255","Ajouter de nouvelles fonctionnalités au code existant",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"43"
"256","Réécrire le code existant pour améliorer sa structure sans changer son comportement externe",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"43"
"257","Service as a Software",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"48"
"258","Software as a Service",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"48"
"259","Security as a Solution",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"48"
"260","Solution as a Service",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"48"
"261","Crypter des fichiers de manière asymétrique",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"51"
"262","Réduire la taille des fichiers sans perte de données",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"51"
"263","Convertir des fichiers binaires en code ASCII",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"51"
"264","Chiffrer les communications réseau",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"51"
"265","L'absence de chiffrement des données",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"44"
"266","L'insertion de code malveillant dans une requête SQL pour manipuler une base de données",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"44"
"267","La faiblesse des mots de passe utilisés par les utilisateurs",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"44"
"268","L'utilisation de cookies non sécurisés",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"44"
"269","La surcouche gère les connexions physiques, tandis que la sous-couche gère les connexions logiques",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"52"
"270","La sous-couche se situe dans la couche liaison de données, tandis que la surcouche fait partie de la couche application",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"52"
"271","La surcouche se trouve au-dessus de la couche physique, tandis que la sous-couche est dans la couche réseau",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"52"
"272","Il n'y a pas de surcouche ni de sous-couche dans le modèle OSI",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"52"
"273","Une technique où un objet reçoit ses dépendances de l'extérieur plutôt que de les créer lui-même",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"64"
"274","Le processus de supprimer des modules non utilisés dans une application",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"64"
"275","L'ajout de dépendances externes pour améliorer la performance du code",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"64"
"276","La création dynamique d'objets sans avoir à les définir explicitement dans le code",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"64"
"277","Gérer les connexions entre les serveurs internes et les clients externes en masquant les adresses des serveur",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"66"
"278","Servir de point d'accès pour plusieurs réseaux internes",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"66"
"279","Chiffrer toutes les données transitant entre les clients et les serveurs",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"66"
"280","Répartir les fichiers de façon équitable entre plusieurs serveurs",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"66"
"281","L'hardening correspond à l'ensemble des techniques visant à renforcer la sécurité d'un système en réduisant ses vulnérabilités.",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"67"
"282","L'hardening est une technique de chiffrement utilisée pour protéger les données sensibles.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"67"
"283","L'hardening est un processus d'optimisation des performances d'un système informatique.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"67"
"284","L'hardening est un protocole réseau utilisé pour sécuriser les communications sans fil.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"67"
"285","La division des bases de données en partitions plus petites pour améliorer les performances",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"70"
"286","La réplication complète d'une base de données sur plusieurs serveurs",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"70"
"287","L'indexation des données pour des requêtes plus rapides",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"70"
"288","Le cryptage des données avant stockage",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"70"
"289","Le chiffrement symétrique utilise deux clés, tandis que le chiffrement asymétrique utilise une seule clé",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"68"
"290","Le chiffrement asymétrique est plus rapide que le chiffrement symétrique",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"68"
"291","Le chiffrement symétrique est réservé aux données non sensibles",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"68"
"292","Le chiffrement symétrique utilise une seule clé pour le chiffrement et le déchiffrement, tandis que l'asymétrique utilise une clé publique et une clé privée",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"68"
"293","Distribuer le trafic réseau entre plusieurs serveurs pour optimiser les performances et éviter la surcharge",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"78"
"294","Analyser les performances des serveurs pour détecter des failles de sécurité",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"78"
"295","Réduire le nombre de serveurs nécessaires pour exécuter une application",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"78"
"296","Sécuriser les transactions de données entre les serveurs et les clients",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"78"
"297","Chiffrer des données en texte brut",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"71"
"298","Rechercher et manipuler des chaînes de caractères en fonction de motifs spécifiques",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"71"
"299","Créer des animations graphiques pour des applications web",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"71"
"300","Optimiser le temps d'exécution d'un programme",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"71"
"301","nmap -p- -sX",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"72"
"302","nmap -p- -sT",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"72"
"303","nmap -A -sX",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"72"
"304","nmap -sP -sX",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"72"
"305","La vulnérabilité des modules TPM (Trusted Platform Module).",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"79"
"306","La persistance des données dans la mémoire vive après une coupure de courant.",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"79"
"307","L'injection de code malveillant via une faille zero-day dans le système d'exploitation.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"79"
"308","L'utilisation d'un exploit basé sur une faiblesse dans les processeurs modernes.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"79"
"309","Une attaque par collision sur le hash utilisé lors de l'échange de clés.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"74"
"310","Une attaque par force brute pour retrouver la clé privée des parties.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"74"
"311","Une attaque de l'homme du milieu (Man-in-the-Middle) interceptant l'échange de clés.",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"74"
"312","Une faiblesse dans la génération des nombres premiers utilisée par l'algorithme.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"74"
"313","L'augmentation de la latence due à la communication réseau entre services.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"75"
"314","La complexité de synchronisation des états partagés entre les services.",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"75"
"315","La nécessité d'utiliser le même langage de programmation pour tous les services.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"75"
"316","La gestion des dépendances entre les services lors de la mise à jour.",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"75"
"317"," Steve Jobs",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"76"
"318","Linus Torvalds",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"76"
"319","Tim Berners-Lee",NULL,NULL,"0","2024-09-30 16:44:42",NULL,"76"
"320","Bill Gates",NULL,NULL,"1","2024-09-30 16:44:42",NULL,"76"
